,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
22,Innovation Hub - PFE - Growth Hacker,"About Kenz'up

Join the new Moroccan fintech startup!

Kenz'up is a startup launched in June 2020, funded and backed by a big Moroccan corporation aiming to diversify its activities towards digital financial services.

Kenz'up has been incubated during 9 months by BCG-DV that delivered a world class MVP and Go To Market strategy that was launched in June 2020.

Since then, the company has grown in terms of people, KPIs and Product.

Kenz'up ambition is to develop a wide range of financial services to be used by millions of Moroccans in their daily life and support the national financial inclusion strategy.



Welcome to the Kenz'up Innovation Hub, where creativity converges with cutting-edge technology to redefine the future of finance and mass consumption overall.

At Kenz'up, we believe in pushing the boundaries of what's possible, and our Innovation Hub serves as the epicentre of this transformative journey.

Nestled within the heartbeat of our Moroccan fintech ecosystem, the Innovation Hub is more than just a physical space—it's a dynamic hub dedicated to nurturing novel ideas, conducting bold experiments, and crafting innovative solutions that propel us forward.

Here, we invite talented individuals to join us in exploring the uncharted territories of financial technology, where collaboration thrives, and where every idea has the potential to reshape the landscape of the industry. Embrace the spirit of innovation at Kenz'up Innovation Hub, where passion meets possibility, and where tomorrow's financial solutions are being forged today.",Kenz'up,"Casablanca, Casablanca-Settat, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/innovation-hub-pfe-growth-hacker-at-kenz-up-3784589873?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=T453%2FtxwaMbDwkp6zWt6Bw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
41,Junior Java Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you passionate about Java and looking to gain hands-on experience with a prestigious Management Consulting firm? TalentKompass Deutschland, a top Human Resources company based in Germany, is searching for a motivated Java Development Intern to join our esteemed client. This remote position offers an extraordinary opportunity for someone excited to learn and develop their skills in a dynamic and fast-paced environment.

As a Java Development Intern, you will work closely with the consulting and development teams, where you will be responsible for a range of tasks, including coding, debugging, testing, and implementing Java applications. You will have the unique opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in Java development, software engineering principles, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this incredible opportunity to launch your career in Java development - apply now!",TalentKompass Deutschland,"Marrakesh, Marrakesh-Safi, Morocco",No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-java-developer-remote-internship-it-at-talentkompass-deutschland-3786035149?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=dKmAoNAh2FA0FIr%2FAYxm3Q%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
184,CONSULTANT TIBCO,"INETUM Offshore recrute des Consultants ESB TIBCO BW6 (F/H) à Casablanca.

Vous êtes encadrés par le Lead Dev Tibco BW6, vous interviendrez sur les tâches suivantes :",Inetum,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/consultant-tibco-at-inetum-3778668484?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=VdNw8ibNjQ4lQC412Dbi6g%3D%3D&position=11&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
261,Consultant Power BI (H/F),"Maltem Africa est la filiale marocaine de conseil en transformation numérique et innovation du groupe international Maltem Consulting.
Nos valeurs reposent sur des principes simples à savoir : excellence, partage, bien-être et impact société.
Sur ce dernier point, Maltem Africa s'est engagé depuis ses débuts dans de multiples initiatives afin d'essayer de créer un monde meilleur. Rejoindre notre entreprise, c'est participer aussi collectivement à cet objectif.",Maltem Africa,Casablanca Metropolitan Area,Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/consultant-power-bi-h-f-at-maltem-africa-3779994670?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=y2DuCjoFnVWdbhl3gy82%2FQ%3D%3D&position=13&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
258,Global IT Local Engineer H/F,"Poste :
Manpower recherche pour l'un de ses clients, un grand groupe leader dans son domaine, un Global IT Local Engineer H/F.
The Global IT Local Engineer is responsible for:
Support of all IT infrastructure including client hardware, software, printers, telephony, peripherals, servers, network and factory IT equipment devices within their geographical area",ManpowerGroup Maroc,"Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/global-it-local-engineer-h-f-at-manpowergroup-maroc-3779177082?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=WOs1yJ%2BMV3Do%2FMCDBpC0YQ%3D%3D&position=10&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
215,Tech Lead Java (H/F),"Créé en 1986 et côté à la Bourse de Casablanca depuis 2008, le Groupe marocain LabelVie est un acteur économique de référence et leader de la grande distribution au Maroc.
En 2009, à travers la signature du contrat de franchise avec le Groupe Carrefour, il accède à sa centrale d’achat pour optimiser et diversifier son sourcing. Il devient ainsi le premier acteur multi-formats de la grande distribution au Maroc par l’exploitation des hypermarchés Carrefour, des supermarchés Carrefour Market et du format hyper cash Atacadao.",LabelVie,"Prefecture of Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/tech-lead-java-h-f-at-labelvie-3778385037?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=yLxZtZhh4FAMOmMM%2FpFYTw%3D%3D&position=17&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
244,Ingénieur Développeur JAVA - Angular,"Responsabilités Principales

Analyser et comprendre les spécifications fonctionnelles.
Participer à la conception, développement et déploiement des architectures d'applications Web en utilisant Java.",Astek,"Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-d%C3%A9veloppeur-java-angular-at-astek-3773555943?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=aNSViJjDHqtyecvNhuLueg%3D%3D&position=21&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
222,Software Engineering Intern - X Delivery,"Who We Are

Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we work closely with clients to embrace a transformational approach aimed at benefiting all stakeholders—empowering organizations to grow, build sustainable competitive advantage, and drive positive societal impact.

Our diverse, global teams bring deep industry and functional expertise and a range of perspectives that question the status quo and spark change. BCG delivers solutions through leading-edge management consulting, technology and design, and corporate and digital ventures. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, fueled by the goal of helping our clients thrive and enabling them to make the world a better place.

BCG X

BCG X is the tech build & design unit of BCG. Turbocharging BCG's deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technologists, scientists, programmers, engineers, and human-centered designers located across 80+ cities, BCG X builds and designs platforms and software to address the world's most important challenges and opportunities. Teaming across our practices, and in close collaboration with our clients, our end-to-end global team unlocks new possibilities. Together we're creating the bold and disruptive products, services, and businesses of tomorrow.

Practice Area Profile

What You'll Do

As a part of BCG X you will work closely with consulting teams on a diverse range of advanced topics. You will have the opportunity to leverage software development methodologies to deliver value to BCG's Consulting & BCG X (case) teams, BCG X Product teams and Practice Areas (domain) through providing software developer subject matter expertise, and accelerated execution support. You will collaborate with teams to gather requirements, specify, design, develop, deliver and support software solutions serving client needs. You will provide technical support through deeper understanding of relevant software solutions and processes to build high quality and efficient technology solutions. Assignments will range from short term Proof of concepts/Minimum viable product to long term cases with enterprise grade software development as a critical enabler through the project level description of the role responsibilities and impact within the organization.


Must have strong experience:


Nice to have:


Functional Skills:


Job Requirement:


Work Experience:


Our technology consultants and specialists partner with our clients and colleagues to build and implement digital solutions through a broad spectrum of activities. Technology jobs and engineering jobs include design of IT architectures, large-scale transformation, agile development, software engineering, cybersecurity consulting, and risk management.",BCG X,"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/software-engineering-intern-x-delivery-at-bcg-x-3650071684?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=hmWOKn%2Fujj5HyDdXxZs2rA%3D%3D&position=24&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
223,Data Engineer Spark Scala | Devoteam Maroc Nearshore,"Description de l'entreprise

Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu. 

Ensemble, nous aidons nos clients à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages.

Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n’ont plus aucun secret pour notre tribu ! 

Nos 10 000+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants.

Leader du Cloud, de la Cybersécurité et de la Data en EMEA, le Groupe Devoteam a réalisé en 2022 un chiffre d’affaires de 1,036 milliard d’euros et se donne pour ambition de le doubler dans les 5 années à venir.

Devoteam Maroc, acteur de référence dans les expertises IT depuis plus de 30 ans  (350+ consultants) accélère sa croissance en développant ses activités d’expertise en nearshore pour répondre aux besoins de nos clients français, européens et moyen orientaux.








Dans un monde où les sources de données sont en constante évolution, Devoteam Data Driven aide ses clients à transformer leurs données en informations exploitables et les rendre ainsi impactantes pour plus de valeur business.

Data Driven adresse les 3 grandes dimensions suivantes : Data Strategy, Data for Business et Data Foundation en appui d’expertise chez ses clients pour les rendre encore plus performants et compétitifs au quotidien.

Au sein des équipes Nearshore de Devoteam Maroc, tu rejoindras les équipes de la tribu Data Foundation : une équipe enthousiaste de Data Engineers, de Data Ops, de Tech lead architectes et de chefs de projets travaillant sur les plateformes et l’écosystème Data : designer, construire et moderniser les plateformes et solutions Data, concevoir les data pipelines en mettant l’accent sur l’agilité et le DevOps appliqué à la Data. 

Tu seras le maillon essentiel pour fournir les données fiables et valorisées aux métiers leur permettant de créer leurs nouveaux produits et services et tu appuieras aussi les équipes Data Science en leur fournissant les environnements de données “datalab” nécessaires pour mener à bien leurs démarches exploratoires dans l’élaboration et l’industrialisation de leurs modèles, à savoir :



Tu donneras ta pleine mesure par la maîtrise de tes fondamentaux techniques, ta connaissance sur le bout des doigts des données que tu traites et que tu manipules et surtout en affirmant ta volonté à comprendre les besoins et le métier pour lequel tu travailleras.

Ton terrain de jeu : la distribution, l’énergie, la finance, l’industrie, la santé et les transports avec plein de cas d’usage et de nouveaux défis Data à relever ensemble notamment la Data dans le Cloud.





Et plus sérieusement :",Devoteam,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/data-engineer-spark-scala-devoteam-maroc-nearshore-at-devoteam-3762161305?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=4hp9eiJzzMiA9Rj9HB08Yg%3D%3D&position=25&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
267,Senior Fullstack Developer Java/Springboot,"We are Hiring an English-Speaking Senior Full Stack Software Engineer to be part of Imedia24 GmbH International team to design & implement Solutions & Features for e-commerce Platforms in Germany.

Imedia24 GmbH, a German based company in Munich; specialized in providing Digitalised solutions, IT Consulting and services to organisations & businesses to help them monitor and optimize Products; Operations and transactions using the latest technologies.

Profile:




Job Role:




Must Have Job Requirements:




Employment Terms:




Benefits:",iMedia24 GmbH,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/senior-fullstack-developer-java-springboot-at-imedia24-gmbh-3779716316?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=0dvi06f9oM9%2BLgPUg880CA%3D%3D&position=19&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
228,Ingénieur Cloud Ops - DevOps (H/F),"Missions :
Vous serez basé à Casablanca, au sein de la filiale SG Africa Technologies & Services (SG ATS).
Au sein du département Recherche & Développement, vous rejoindrez l’équipe Cloud Operations, responsable sur la",Société Générale - Africa Technologies & Services,"Prefecture of Casablanca, Casablanca-Settat, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-cloud-ops-devops-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-africa-technologies-services-3778448861?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=0IxOpfDLt9erb8%2B%2BrDN9jg%3D%3D&position=5&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
230,Concepteur Développeur PHP,"De formation Bac+5, ingénieur en informatique. Vous avez une expérience minimum de 3 ans dans le développement des applications en PHP
Compétences techniques :
Système d'exploitation Linux
Langage de développement PHP",Sofrecom Maroc,"Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-php-at-sofrecom-maroc-3778428857?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=5m3vk8B16LeDF2DMjYY72w%3D%3D&position=7&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
231,Ingénieur DevOps SRE Senior,"Description de l'entreprise

Avec plus de 8000 collaborateurs à travers le monde, nous accompagnons les entreprises dans leur transformation numérique. Nous imaginons et concrétisons leurs ambitions grâce aux possibilités infinies des plateformes digitales, pour faire évoluer leur culture et leur mode de travail, et créer de la valeur dans leurs organisations.

Présent dans 18 pays d’Europe et du Moyen-Orient et fort de 25 ans d’expérience, nous mettons la “Technologie au service de l’Homme” afin de construire un monde plus humain et plus durable.

Travailler chez Devoteam, c’est : 




Nous recrutons pour l'un de nos clients un ingénieur DevOps SRE, Pour travailler sur des répliques d'interfaces, des spécs, de la mise à jour de documents d'architecture, ouverture de flux, phases de tests, travailler sous ,GIT,Kubernetes,Jenkis/pipeline,Prometheus/Graphana dév sous JS et Python .Connaissance Cloud Azure/GCP.",Devoteam,"Dar Chaffai, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-sre-senior-at-devoteam-3654487888?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=5NQXzspvVUF%2FewiaAJ35hQ%3D%3D&position=8&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
247,Développeur Full Stack Typescript Node.Js Vue.Js,"Description :

ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 56 000 collaborateurs au monde dont plus de +2200 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.",ALTEN,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-typescript-node-js-vue-js-at-alten-3748489612?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=OcjtWgTzfcqHMDMDqDv9Ow%3D%3D&position=24&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
233,AD Reprocessing Software Developer – Senior H/F,"The newly shaped Software Organization is currently seeking a brilliant Software developer to join the Autonomous Driving Reprocessing team.

As a Reprocessing Engineer you will be required to develop and deploy the software's / applications on the Reprocessing platform, which enables our stakeholders to perform tests on the data collected from the Test vehicles.



Basic Requirements

Master's Degree in Computer Engineering, Information technology or any Computer Science background.



Modern C++/Java programming language

Git/GitHub or other versioning tools

Continuous Integration / Continuous Development

Solid command knowledge on data structures and algorithms

Proficient in Linux OS

Effective communication, collaboration, analytical and problem-solving skills

Fluent in English

Nice to have

Knowledge of Agile methodology

Knowledge of autonomous systems applications

Knowledge of OpenShift, Apache Airflow and Dockers containers

Knowledge of build tools: Maven, Bazel

Scripting like Python, JavaScript, shell, bash, is a plus.

At Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.",Stellantis,"Casablanca, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ad-reprocessing-software-developer-%E2%80%93-senior-h-f-at-stellantis-3543043354?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=wT18eZZoVeAWiIEmqz7z4w%3D%3D&position=10&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
203,Data Analyst Junior F/H,,Deloitte,"Mechouar, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/data-analyst-junior-f-h-at-deloitte-3758150363?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=3tNhO2HS906bOkv8SFLCFg%3D%3D&position=5&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
202,Ingénieur Expérimenté Cloud F/H,"« Tous nos postes sont ouverts au télétravail »

Rejoindre Deloitte, c'est dire oui à une expérience qui a du sens, celle où les rencontres et les missions vous poussent à grandir chaque jour. C’est évoluer dans un environnement de travail basé sur la confiance, la transmission et l’intelligence collective pour construire l’avenir de nos clients. Un avenir que nous voulons plus responsable, plus durable et respectueux de l’environnement en prenant des initiatives concrètes à notre échelle.

Nous rejoindre, c’est aussi dire oui à une entreprise attachée au bien-être, et à l’inclusion sans distinction de nos collaborateurs.

Et vous, prêts à dire à votre futur chez Deloitte ?

, basé à Casablanca est une filiale à 100% de et constitue un centre de responsabilité à part entière.

En support de différentes member firmes, Deloitte Extended Services mobilise ses talents au service de clients de toutes tailles et de tous secteurs, couvrant une large palette d'offres : Audit et Risk Advisory, Consulting, juridique & fiscal et fonctions supports. Notre Delivery Center se positionne également comme un centre d'expertises en matière de nouvelles technologies au Maroc ainsi qu'au sein du Groupe Deloitte. Nos consultants et nos experts travaillent sur des projets de grande envergure, avec une diversité de missions et de secteurs à l’échelle internationale.



Vous Intégrez Nos Équipes Cloud En Tant Que Ingénieur Expérimenté Cloud Pour Intervenir Sur Des Missions De Conseil Et D'accompagnement De Nos Clients Sur Leurs Projets De Transformation IT, En Optimisant Leur Utilisation De Ressources De Cloud. A Ce Titre, Vous




Vous grandissez au sein d’une équipe où se mêlent pluridisciplinarité, expertise pointue, esprit d'entreprendre et forte cohésion. Tout au long de votre expérience vous développez et renforcez un set de compétences grâce aux programmes de formations proposés. Vous pourrez contribuer à la vie du Cabinet (recrutement des équipes, animation de formation, développement commercial, manager RH…).",Deloitte,"Mechouar, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-exp%C3%A9riment%C3%A9-cloud-f-h-at-deloitte-3758151375?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=Xy50iow2Sbze%2BOK50jLgTw%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
201,Ingénieur Expérimenté Cloud F/H,"« Tous nos postes sont ouverts au télétravail »

Rejoindre Deloitte, c'est dire oui à une expérience qui a du sens, celle où les rencontres et les missions vous poussent à grandir chaque jour. C’est évoluer dans un environnement de travail basé sur la confiance, la transmission et l’intelligence collective pour construire l’avenir de nos clients. Un avenir que nous voulons plus responsable, plus durable et respectueux de l’environnement en prenant des initiatives concrètes à notre échelle.

Nous rejoindre, c’est aussi dire oui à une entreprise attachée au bien-être, et à l’inclusion sans distinction de nos collaborateurs.

Et vous, prêts à dire à votre futur chez Deloitte ?

, basé à Casablanca est une filiale à 100% de et constitue un centre de responsabilité à part entière.

En support de différentes member firmes, Deloitte Extended Services mobilise ses talents au service de clients de toutes tailles et de tous secteurs, couvrant une large palette d'offres : Audit et Risk Advisory, Consulting, juridique & fiscal et fonctions supports. Notre Delivery Center se positionne également comme un centre d'expertises en matière de nouvelles technologies au Maroc ainsi qu'au sein du Groupe Deloitte. Nos consultants et nos experts travaillent sur des projets de grande envergure, avec une diversité de missions et de secteurs à l’échelle internationale.



Vous Intégrez Nos Équipes Cloud En Tant Que Ingénieur Expérimenté Cloud Pour Intervenir Sur Des Missions De Conseil Et D'accompagnement De Nos Clients Sur Leurs Projets De Transformation IT, En Optimisant Leur Utilisation De Ressources De Cloud. A Ce Titre, Vous




Vous grandissez au sein d’une équipe où se mêlent pluridisciplinarité, expertise pointue, esprit d'entreprendre et forte cohésion. Tout au long de votre expérience vous développez et renforcez un set de compétences grâce aux programmes de formations proposés. Vous pourrez contribuer à la vie du Cabinet (recrutement des équipes, animation de formation, développement commercial, manager RH…).",Deloitte,"Mechouar, Casablanca-Settat, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-exp%C3%A9riment%C3%A9-cloud-f-h-at-deloitte-3758149470?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=NOZ6HBaARwsLPc0t3GEEaA%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
199,.NET/Blazor Software Engineer,"NTT DATA – part of NTT Group – is a trusted global innovator of IT and business services headquartered in Tokyo. We help clients transform through consulting, industry solutions, business process services, digital & IT modernization and managed services. NTT DATA enables them, as well as society, to move confidently into the digital future. We are committed to our clients' long-term success and combine global reach with local client attention to serve them in over 50 countries around the globe.",NTT DATA Europe & Latam,Morocco,Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/net-blazor-software-engineer-at-ntt-data-europe-latam-3778550603?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=a%2B1ytfDEjMvWMoaq%2Bl26dg%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
271,Problem Engineer,"Description :

ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 36 100 collaborateurs au monde dont plus de 950 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.",ALTEN,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/problem-engineer-at-alten-3748428334?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=WIjnz4e71WbdT9EDK3pBsQ%3D%3D&position=23&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
192,Stage PFE : Ingénieur développeur front-end et back-end,"23000W2R

Vos missions au quotidien

RAS



Si vous êtes sur le point de et que vous partagez notre passion pour les , alors vous êtes le candidat idéal pour nos offres.



Avec une présence historique en Afrique, le Groupe Société Générale, acteur de référence sur le marché bancaire, présente un positionnement unique sur la région, qui lui permet d’offrir à ses clients l'expertise et le savoir-faire d'une banque internationale et la proximité d'une banque locale. Société Générale y accompagne les économies locales et sert 3,7 millions de clients dont 150 000 entreprises.

Notre challenge sur le continent africain est d'améliorer nos parts de marché en continuant à être innovants et en nous appuyant sur toutes les expertises du Groupe pour développer notre offre.

SG ABS est un centre d’expertise des filières IT pour ses filiales Africaines.

Présent sur deux sites :



Nous sommes un et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à , quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.",Société Générale African Business Services,"Casablanca, Casablanca-Settat, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/stage-pfe-ing%C3%A9nieur-d%C3%A9veloppeur-front-end-et-back-end-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-african-business-services-3781252071?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=BlNJ7IHO%2BI12PAAFVE3E7Q%3D%3D&position=19&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
206,Développeur .Net,"Wexus Recruitment est à la recherche d'un Développeur .Net à temps plein pour rejoindre notre partenaire.

Le candidat retenu sera un développeur .Net expérimenté avec une passion pour la technologie et une forte compréhension du cadre .Net. Le candidat idéal aura fait ses preuves en matière de livraison d'applications et de solutions de haute qualité.

Responsabilités :




Exigences :",Wexus Recruitment,"Casablanca, Casablanca-Settat, Morocco",No,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-net-at-wexus-recruitment-3778224554?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=f87NxWim29WwhO5Ly554GQ%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
226,Data Analyst,"*PLEASE NOTE THAT IN ORDER TO BE CONSIDERED FOR THIS POSITION, THE APPLICANT MUST SPEAK FLUENT ENGLISH AND SUBMIT THEIR CV IN ENGLISH*

About the Role:",Onclusive,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/data-analyst-at-onclusive-3737799492?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=GDPAugsQbYBMBLwXIp7k6w%3D%3D&position=3&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
273,Senior Fullstack Developer Java/Kotlin-Springboot,"We are Hiring an English-Speaking Senior Full Stack Software Engineer to be part of Imedia24 GmbH International team to design & implement Solutions & Features for e-commerce Platforms in Germany.

Imedia24 GmbH, a German based company in Munich; specialized in providing Digitalised solutions, IT Consulting and services to organisations & businesses to help them monitor and optimize Products; Operations and transactions using the latest technologies.

Profile:




Job Role:




Must Have Job Requirements:




Employment Terms:




Benefits:",iMedia24 GmbH,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/senior-fullstack-developer-java-kotlin-springboot-at-imedia24-gmbh-3778902467?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=N8FgW06zH0EirhAbvbI%2BxA%3D%3D&position=25&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
95,Oracle Labs - Java Backend Developer,"Java Backend Developer

Office based – Casablanca

Are you passionate about programming and want to join a fast-growing international team that is brainstorming crazy ideas and turning them into practical products? Then we are looking for you.",Oracle,Casablanca Metropolitan Area,Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/oracle-labs-java-backend-developer-at-oracle-3779695906?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=Ekqqd%2FJDDRbkg3LLiUHT8g%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
29,Tech Lead développeur Python (H/F),"Poste :
Nous sommes actuellement à la recherche de Leader technique Python/Ansible confirmé.
La mission consistera à assumer la responsabilité du développement d'automates en Ansible/Python destinés à la gestion des équipements réseau.",Sofrecom Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,2 weeks ago,14.0,https://ma.linkedin.com/jobs/view/tech-lead-d%C3%A9veloppeur-python-h-f-at-sofrecom-maroc-3779819360?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=%2BryCAqjBtOLHjpDuIQsSFg%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
